Marca,Nome do Produto,EAN,Preço com Desconto,Preço sem Desconto,Valor do Desconto
LIBBS,Ansitec 10mg com 90 Comprimidos - Libbs,7896094209640,198.8,250.9,52.1
LIBBS,Naprix 10mg com 90 Comprimidos - Libbs,7896094210721,147.52,183.38,35.86
LIBBS,Naprix 5mg com 90 Comprimidos - Libbs,7896094210714,143.23,183.38,40.15
LIBBS,Ansitec 5mg com 90 Comprimidos - Libbs,7896094209626,113.17,140.11,26.94
ACHE RX,Sany D 50.000ui com 4 Cápsulas - Ache,7896658036811,65.15,76.65,11.5
BIOLAB RX,Doss 3000ui com 30 Cápsulas - Biolab,7896112400073,58.33,67.83,9.5
EMS,Estomazil Sem Sabor 5g com 6 Envelopes  - Hypera,7896094921214,12.65,14.71,2.06
CIMED,Cloridrato de Fexofenadina 60mg com 10 Comprimidos - Cimed Genérico,7896523220239,26.56,26.56,0.0
GUMMY,MAQ Sênior com 30 Comprimidos - Gummy,7891317029951,41.92,54.49,12.57
LIBBS,"Naprix 2,5mg com 90 Comprimidos - Libbs",7896094210707,148.22,183.38,35.16
LIBBS,Cebralat 100mg com 120 Comprimidos - Libs,7896094210691,109.6,134.48,24.88
SUPERA,Pros 2mg com 30 Comprimidos - Supera,7899420508080,34.74,42.32,7.58
EMS,Mioflex-A com 30 Comprimidos - Hypera,7897322714479,59.06,65.62,6.56
NATULAB,Maxalgina Gotas com 20ml - Natulab,7898133131011,4.99,4.99,0.0
RECKITT BENCKISER RB,Luftal Intantil em Gotas 75mg - 15ml,7896222720887,32.41,37.69,5.28
BELFAR,Paracetamol 750mg com 20 Comprimidos - Belfar Genérico,7897917004909,6.67,21.45,14.78
CIMED,Ciflogex Colutório Spray com 30ml - Cimed,7896523206288,13.56,30.49,16.93
EMS,Gestamax Plus com 60 Cápsulas - Hypera,7896094927285,114.43,132.9,18.47
CIMED,Ciflogex Pastilha Sabor Cereja com 12 Unidades - Cimed,7896523216461,18.9,21.39,2.49
CIMED,Aceviton Zinco Sabor Laranja com 10 Comprimidos Efervescentes - Cimed,7897947616325,12.9,18.9,6.0
ABBOTT NUTRICIONAL,Ensure Protein Sabor Baunilha - 220ml,7891158102523,24.9,24.9,0.0
MARJAN,Magnen Femme com 30 Comprimidos - Marjan,7896226109626,107.82,116.49,8.67
EMS GENERICO,Tenoxicam 20mg com 10 Comprimidos - EMS Genérico,7896004700274,15.35,50.54,35.19
ABV,Extrato Aquoso de Própolis ABV - 30ml,7898937123977,19.99,19.99,0.0
ABV,Extrato de Própolis Verde Alecrim ABV - 30ml,7898937123144,12.99,12.99,0.0
ABV,Mel Composto Spray Extrato de Própolis com 35ml - ABV,7898937123564,8.99,8.99,0.0
ABV,Bala de Mel Própolis e Gengibre - ABV,7898937123854,4.99,4.99,0.0
ABV,Mel Composto Spray Extrato de Própolis Sabor Gengibre ABV - 35ml,7898937123809,8.99,8.99,0.0
ABV,Mel Composto Spray Extrato de Própolis Sabor Romã e Agrião ABV - 35ml,7898937123724,8.99,8.99,0.0
ABV,Extrato de Própolis Extra Forte 15% ABV - 30ml,7898937123571,24.99,24.99,0.0
ABV,Mel Composto Spray Extrato de Própolis Sabor Menta ABV - 35ml,7898937123830,8.99,8.99,0.0
ABV,Mel Composto Spray Extrato de Própolis Sabor Romã ABV - 35ml,7898937123717,8.99,8.99,0.0
EUROFARMA GENERICO,Hemitartarato Zolpidem 5mg com 30 Comprimido - Eurofarma Genérico,7891317004606,42.59,89.15,46.56
PHARLAB,Succinato de Metoprolol 50mg com 30 Comprimidos - Pharlab Genérico,7898216363278,22.97,42.65,19.68
EMS GENERICO,"Drospirenona + Etinilestradipo 3mg + 0,02mg com 24 + 4 Comprimidos - EMS Genérico",7896004773117,18.31,68.13,49.82
PHARLAB,Succinato de Metoprolol 25mg com 30 Comprimidos - Pharlab Genérico,7898216363209,18.92,21.23,2.31
ACHE RX,Livepax 750mg com 7 Comprimidos - Ache,7896658034688,75.21,88.48,13.27
EMS GENERICO,Amoxicilina 250mg Suspensão de Uso Oral 150ml - EMS Genérico,7896004700458,28.52,30.48,1.96
GERMED GENERICO,Cetoprofeno 150mg com 10 Comprimidos - Germed Genérico,7896004752594,21.9,49.16,27.26
GERMED GENERICO,Domperidona 10mg com 60 Comprimidos - Germed Genérico,7896004723594,12.18,41.64,29.46
GERMED GENERICO,Cloridrato de Duloxetina 60mg 30 cápsulas - Germed Genérico,7896004754048,48.01,306.09,258.08
EUROFARMA RX,Holmes 20mg com 30 Comprimidos - Eurofarma,7891317922580,40.02,48.72,8.7
EUROFARMA RX,Ruva 5mg com 30 Comprimidos - Eurofarma,7891317005801,35.17,42.83,7.66
EUROFARMA RX,"Gesico Duo 37,5mg + 35mg com 20 Comprimidos - Eurofarma",7891317158255,56.39,65.03,8.64
GLOBO GENERICO,Azitromicina 500mg com 5 Comprimidos - Globo Genérico,7898060132518,14.72,31.56,16.84
NOVA QUIMICA GENERICO,Azitromicina 500mg com 3 Comprimidos - Nova Química Genérico,7895296220033,7.51,25.46,17.95
EUROFARMA RX,Holmes 40mg com 30 Comprimidos - Eurofarma,7891317922535,42.11,51.22,9.11
EUROFARMA RX,Limiar 75mg com 30 Cápsulas - Eurofarma,7891317139544,53.63,65.13,11.5
EUROFARMA RX,Ruva 10mg com 30 Comprimidos - Eurofarma,7891317005863,45.15,54.91,9.76
EUROFARMA RX,Preni 5mg com 10 Comprimidos - Eurofarma,7891317004071,9.86,10.96,1.1
EUROFARMA RX,Preni Solução Oral 60ml - Eurofarma,7891317004217,24.88,27.64,2.76
CIMED,Azitromicina 500mg com 5 Comprimidos - Cimed Genérico,7896523226811,16.34,41.89,25.55
TEUTO GENERICO,Fumarato de Quetiapina 25mg com 30 Comprimidos - Teuto Genérico,7896112121282,12.01,55.89,43.88
GERMED GENERICO,Espironolactona 100mg com 30 Comprimidos - Germed Genérico,7896004716152,50.95,57.55,6.6
HERBAMED,Kit Flexigold Colágeno Tipo2 40mg - 60 Cápsulas,7898303263597,65.9,65.9,0.0
CIMED,Lavitan A-Z Mulher com 60 Comprimidos - Cimed,7897947606500,34.9,34.9,0.0
CIMED,Finasterida 5mg com 30 Comprimidos - Cimed Genérico,7896523227559,16.54,115.89,99.35
CIMED,Cetoconazol Shampoo 100ml - Cimed Genérico,7896523208022,18.17,30.59,12.42
CIMED,Lavitan Cabelos e Unhas com 60 Cápsulas - Cimed,7897947612891,34.9,34.9,0.0
CIMED,Lavitan A-Z Original com 60 Comprimidos - Cimed,7897947606517,24.9,34.9,10.0
CIMED,Sedamed 30mg + 300mg + 30mg com 20 Comprimidos - Cimed,7896523209173,8.99,26.89,17.9
GEOLAB GENERICO,"Travoprosta 0,04mg 2,5ml - Geolab Genérico",7899095258747,27.58,100.68,73.1
CIMED,Hedera Xarope Sabor Cereja 7mg com 100ml - Cimed,7896523200057,19.9,45.63,25.73
CIMED,Cetoconazol 200mg com 10 Comprimidos - Cimed Genérico,7896523210728,12.4,30.04,17.64
CIMED,Glimepirida 4mg com 30 Comprimidos - Cimed Genérico,7896523210940,9.15,48.69,39.54
CIMED,Fexx 180mg com 10 comprimidos - Cimed,7898075317955,26.9,76.27,49.37
CIMED,Aceviton Zinco Laranja com 30 Comprimidos Efervescentes - Cimed,7897947616332,28.99,44.9,15.91
CIMED,Hemofiss Pomada - 30g,7896523202013,26.44,26.9,0.46
CIMED,Fexx 120mg com 10 Comprimidos - Cimed,7898075317962,23.99,53.56,29.57
CIMED,Óleo Mineral 100% - Cimed - 100ml,7896523224435,11.9,19.9,8.0
CIMED,Lavitan A-Z Homem 5g com 60 Comprimidos - Cimed,7897947616509,49.9,49.9,0.0
CIMED,Lavitan Cdz Mais Imunidade com 16 Comprimidos Efervescentes - Cimed,7897947600409,19.9,45.37,25.47
CIMED,Lavitan Infantil Xarope Sabor Tutti-frutti com 240ml - Cimed,7897947614673,33.9,34.9,1.0
ZYDUS GENERICO,Divalproato de Sódio 500mg com 20 Comprimidos - Zydus Genérico,7898927562069,31.48,54.68,23.2
CIMED,Loratamed D Xarope com 60ml - Cimed,7896523200491,19.99,26.34,6.35
CIMED,Lavitan Cabelos e Unhas com 30 Cápsulas - Cimed,7897947607996,24.9,29.9,5.0
CIMED,Magnazia Suspensão de Uso Oral - 240ml,7898075311854,21.9,25.9,4.0
CIMED,Lavitan A-Z Mulher 5g com 60 Comprimidos - Cimed,7897947616516,49.9,49.9,0.0
CIMED,Lavitan Cálcio D3 com 60 Comprimidos - Cimed,7897947607705,34.9,34.9,0.0
CIMED,Lavitan Infantil Tutti-Frutti com 60 Comprimidos Mastigáveis - Cimed,7897947614338,34.9,34.9,0.0
CIMED,Lavitan Memória com 60 Comprimidos - Cimed,7897947612358,34.9,34.9,0.0
CIMED,MassageOne Gel - 60g,7897947611405,17.99,24.9,6.91
CIMED,Lavitan Infantil com 60 Comprimidos - Cimed,7897947601499,34.9,34.9,0.0
CIMED,Lavitan Infantil Xarope Sabor Laranja com 240ml - Cimed,7897947611764,34.9,34.9,0.0
CIMED,Alergomine Xarope com 120ml - Cimed,7896523209425,17.9,19.19,1.29
LATINOFARMA,B-Tablock Colírio 5ml - Latinofarma,7896676433210,38.4,42.67,4.27
CIMED,"Diad 1,5mg com 1 Comprimidos - Cimed",7896523216812,10.99,22.19,11.2
EUROFARMA GENERICO,Risedronato Sódico 150mg com 1 Comprimido - Eurofarma Genérico,7891317002022,35.14,152.4,117.26
UNIAO QUIMICA GENOM,Mega Mater - 30 cápsulas,7896006227052,80.29,104.9,24.61
MOMENTA,Indosso 150mg com 1 Comprimido - Momenta,7891317015008,61.91,76.48,14.57
CIMED,Dimetigass Gotas - 15ml,7896523212524,8.49,8.49,0.0
MOMENTA,Mobale 75mg com 30 Cápsulas - Momenta,7891317021894,54.73,65.13,10.4
ALTHAIA,Olmesartana 20mg com 30 Comprimidos - Althaia Genérico,7898569763015,25.88,40.91,15.03
MOMENTA,Mobale 150mg com 30 Cápsulas - Momenta,7891317021924,82.31,99.99,17.68
MOMENTA,"Atrace 37,5/325mg com 20 Comprimidos - Momenta",7891317014254,58.53,65.03,6.5
GROSS,Organoneuro Cerebral com 100 Drágeas - Gross,7892828001306,346.83,403.29,56.46
MOMENTA,Rox 20mg com 30 Comprimidos - Momenta,7891317015800,78.5,95.25,16.75
MOMENTA,Rox 10mg com 30 Comprimidos - Momenta,7891317015794,46.24,54.91,8.67
MOMENTA,Aria 4mg com 30 Comprimidos Mastigáveis - Momenta,7891317013981,50.1,58.75,8.65
FARMOQUIMICA,Junno 200mg com 14 Cápsulas - Farmoquímica,7898040323905,64.01,74.43,10.42
MOMENTA,"Atrace 37,5/325mg com 10 Comprimidos - Momenta",7891317014261,33.56,37.29,3.73
JJ OTC,Tylenol 750mg com 4 Comprimidos - JJ,7891010256739,9.89,9.89,0.0
NOVA QUIMICA GENERICO,Desloratadina 5mg com 10 Comprimidos - Nova Química Genérico,7895296045032,11.99,52.5,40.51
LEGRAND GENERICO,Acetilcisteína 600mg 16 Envelopes - Legrand Genérico,7894916142632,32.09,57.02,24.93
LEGRAND GENERICO,Dipirona Monoidratada 100ml - Legrand Genérico,7894916143448,13.74,31.59,17.85
SIGMA PHARMA RX,Imense 50mg com 60 Comprimidos - Sigma Pharma,7894916513012,0,0,0
SUPERA,Zoup SL 5mg com 30 Comprimidos - Biolab,7899420507144,61.97,75.88,13.91
SUPERA,Senes 10mg com 30 Comprimidos - Supera,7899420501647,100.56,120.05,19.49
ACHE RX,Lutab 40mg com 30 Comprimidos - Ache,7896658035708,377.26,443.83,66.57
EMS,Gestamax Plus com 30 Cápsulas - Hypera,7896094920644,76.17,88.9,12.73
CRISTALIA,Escena 10mg com 30 Comprimidos - Cristalia,7896676418866,61.12,77.04,15.92
GERMED GENERICO,"Cloridrato de Tansulosina 0,4mg com 30 Comprimidos - Germed Genérico",7896004752129,48.23,140.87,92.64
APSEN,Eniagor Solução Capilar 50ml - Apsen,7896637032506,37.9,85.53,47.63
EUROFARMA RX,Duomo HP 2/5mg com 60 Cápsulas - Eurofarma,7891317485764,163.32,196.3,32.98
CRISTALIA/LATINOFARMA,Preservit - 60 Cápsulas,7896676437201,105.29,116.49,11.2
EUROFARMA GENERICO,"Dicloridrato de Pramipexol 0,375mg com 30 Comprimidos - Eurofarma Genérico",7891317133634,56.85,105.77,48.92
EUROFARMA RX,Turno SL 5mg com 30 Comprimidos - Eurofarma,7891317004583,62.27,75.87,13.6
EUROFARMA RX,Gesico 50mg com 10 Cápsulas - Eurofarma,7891317009069,44.87,52.17,7.3
ARESE,Minel 200mg com 30 Comprimidos - Arese,7899824400331,151.16,167.96,16.8
MEDLEY GENERICOS,Fumarato de Quetiapina 25mg com 30 Comprimidos - Medley Genérico,7896422500500,20.25,75.07,54.82
MEDLEY GENERICOS,Cloridrato de Amitriptilina 25mg com 30 Comprimidos - Medley Genérico,7896422524636,10.07,15.48,5.41
MEDLEY GENERICOS,Tadalafila 20mg com 2 Comprimidos - Medley Genérico,7896422501675,10.99,29.1,18.11
EUROFARMA GENERICO,Acebrofilina Xarope Adulto 120ml - Eurofarma Genérico,7891317002695,27.35,39.54,12.19
EUROFARMA GENERICO,Cloridrato de Ciprofloxacino 500mg com 14 Comprimidos - Eurofarma Genérico,7891317191733,26.5,51.48,24.98
DIVCOM,Lipomax Cromo - 60 Cápsulas,7898040328474,44.28,55.9,11.62
MEDLEY GENERICOS,Fumarato de Quetiapina 100mg com 30 Comprimidos - Medley Genérico,7896422500531,55.9,280.98,225.08
EUROFARMA GENERICO,Rosuvastatina Cálcica 5mg com 30 Comprimidos - Eurofarma Genérico,7891317155056,19.9,42.51,22.61
SUPERA,Risperidon 1mg 60ml - Supera,7896676436143,114.27,133.92,19.65
EUROFARMA GENERICO,Cloridrato de Tramadol 50mg 10 cápsulas - Eurofarma Genérico,7891317009083,10.36,40.16,29.8
EUROFARMA GENERICO,Rosuvastatina Cálcica 10mg com 30 Comprimidos - Eurofarma Genérico,7891317155131,17.68,53.71,36.03
BIOSINTETICA GENERICO,Simeticona Gotas com 10ml - Biosintética Genérico,7896181928683,4.36,8.5,4.14
MEDLEY GENERICOS,Cloridrato de Amitriptilina 75mg com 30 Comprimidos - Medley Genérico,7896422524643,31.7,53.93,22.23
BIOLAB RX,Nuit Flash 5mg com 30 Comprimidos - Biolab,7896112402442,44.05,54.92,10.87
BESINS,Ogestan Gold - 90 cápsulas,7898948648605,399.09,442.9,43.81
BIOLAB RX,Vonau Flash Menta 8mg com 10 Comprimidos - Biolab,7896112401605,80.64,93.77,13.13
MARJAN,Pasalix PI 500mg com 60 Comprimidos - Marjan,7896226100319,119.17,138.57,19.4
LUNDBECK,"Rexulti 0,5mg com 30 Comprimidos -  Lundbeck",5702150152145,237.26,271.75,34.49
EUROFARMA GENERICO,Acebrofilina Xarope Pediátrico 120ml - Eurofarma Genérico,7891317002688,29.59,29.59,0.0
MEDLEY GENERICOS,Cetoconazol + Betametasona Creme 30g - Medley Genérico,7896422506274,16.9,30.47,13.57
EUROFARMA RX,Esc 15mg com 30 Comprimidos - Eurofarma,7891317004255,108.69,132.09,23.4
MARJAN,Pasalix - 60 comprimidos,7896226109701,124.14,144.35,20.21
EMS,Atroveran Dip 1g com 10 Comprimidos - Hypera,7896094915374,15.65,16.47,0.82
TEUTO GENERICO,Pregabalina 150mg 30 cápsulas - Teuto Genérico,7896523201566,38.07,157.1,119.03
MEDLEY GENERICOS,Cetoconazol + Betametasona + Neomicina Creme 30g - Medley Genérico,7896422507301,12.99,31.74,18.75
LIBBS,Matrion - 30 comprimidos,7896094210134,44.96,55.9,10.94
CIMED,Ibuprofeno Gotas 100mg 20ml - Cimed Genérico,7896523227566,10.73,19.69,8.96
ACNASE,Font D 50.000ui com 4 Comprimidos - União Química,7896006219248,42.99,70.65,27.66
GERMED GENERICO,Dipirona Monoidratada Gotas 10ml - Germed Genérico,7896004719115,3.79,7.24,3.45
EMS GENERICO,Espironolactona 50mg com 30 Comrpimidos - EMS Genérico,7896004711034,29.4,43.74,14.34
PRATI DONADUZZI GENERICO,Glimepirida 1mg com 30 Comprimidos - PratiDonaduzzi Genérico,7899547513349,12.09,18.6,6.51
GERMED GENERICO,Cloridrato de Dorzolamida Uso Oftálmico 5ml - Germed Genérico,7896004726076,63.34,75.8,12.46
VITAMEDIC GENERICO,Fluconazol 150mg com 1 Cápsula - Vitamedic Genérico,7896523208763,4.68,10.89,6.21
CIMED,Cloridrato de Fluoxetina 20mg com 28 Cápsulas - Cimed Genérico,7896523227122,15.9,49.09,33.19
EMS GENERICO,Cefadroxila 500mg com 8 Cápsulas - EMS Genérico,7896004703275,24.49,63.43,38.94
GERMED GENERICO,Esomeprazol Magnésio 20mg com 28 Comprimidos - Germed Genérico,7896004742083,44.01,144.01,100.0
EUROFARMA RX,Alta D 50.000ui com 4 Cápsulas - Eurofarma,7891317016432,81.45,94.71,13.26
SUPERA,"Roxetin XR 12,5mg com 30 Comprimidos - Supera",7896676435580,72.93,87.34,14.41
EMS,Apraz 1mg com 30 Comprimidos - Hypera,7891142115959,75.3,93.38,18.08
ALCON,"Tobradex Pomada 3,5g - Alcon",7896548198070,48.74,51.3,2.56
SANDOZ GENERICO,Anastrozol 1mg - 30 Comprimidos - Sandoz Genérico,7897595633927,108.37,922.7,814.33
GEOLAB,Fitobiloba 120mg - 30 Comprimidos,7899095239586,37.03,75.21,38.18
PHARLAB,Cloridrato de Bromexina Xarope Adulto 120ml - Pharlab Genérico,7898216360178,19.01,33.9,14.89
MOMENTA,Forfig 200mg com 60 Cápsulas - Momenta,7891317023348,168.7,198.27,29.57
EMS GENERICO,Tadalafila 5mg com 30 Comprimidos - EMS Genérico,7896004749624,12.35,92.2,79.85
EMS GENERICO,Esomeprazol Magnésio 20mg com 28 Comprimidos - EMS Genérico,7896004742069,26.69,144.01,117.32
MEDLEY GENERICOS,Losartana Potássica 50mg 30 comprimidos - Medley Genérico,7896422507738,4.99,18.04,13.05
BIOLAB RX,Ablok 25mg com 30 Comprimidos - Biolab RX,7896241221853,4.69,15.54,10.85
LEGRAND GENERICO,Prednisona 20mg com 10 Comprimidos - Legrand Genérico,7894916141123,9.53,18.68,9.15
EMS GENERICO,Oxalato de Escitalopram 15mg com 30 Comprimidos - EMS Genérico,7896004747002,41.25,172.57,131.32
EMS GENERICO,"Maleato de Timolol 0,5% 5ml - EMS Genérico",7896004715711,8.95,14.0,5.05
MEDLEY GENERICOS,Desloratadina Xarope com 100ml - Medley Genérico,7896422521277,40.65,68.39,27.74
EMS,AAS Protect 100mg com 30 Comprimidos - Hypera,7896094928046,19.32,23.16,3.84
EMS GENERICO,Bromazepam 3mg com 30 Comprimidos - EMS Genérico,7896004716268,11.03,23.06,12.03
EMS GENERICO,Acetato de Triancinolona Pomada 10g - EMS Genérico,7896004712048,13.49,15.91,2.42
BIOLAB RX,"Ablok Plus 25/12,5 com 30 Comprimidos - Biolab RX",7896241225257,20.04,25.54,5.5
EUROFARMA GENERICO,Isotretinoina 20mg com 30 Cápsulas - Eurofarma Genérico,7895296043069,73.14,176.41,103.27
GERMED GENERICO,Dipirona Monoidratada em Gotas 500mg com 20ml - Germed Genérico,7896004719122,5.42,13.89,8.47
MEDLEY GENERICOS,Atorvastatina Cálcica 20mg com 30 Comprimidos - Medley Genérico,7896422520966,22.93,70.19,47.26
BIOLAB RX,"Ablok Plus 50/12,5mg com 30 Comprimidos - Biolab RX",7896241225127,36.73,47.18,10.45
BIOLAB RX,Ablok Plus 100/25mg com 30 Comprimidos - Biolab RX,7896241225547,62.84,76.1,13.26
EMS GENERICO,Acetato de Dexametasona Creme 10g - EMS Genérico,7896004721903,10.49,12.65,2.16
BIOLAB RX,Ablok 50mg com 30 Comprimidos - Biolab RX,7896241225523,29.68,37.18,7.5
FARMOQUIMICA,Xarope Abrilar - 100 ml,7898040320973,42.35,47.06,4.71
GERMED GENERICO,Valsartana 320mg com 30 Comprimidos - Germed Genérico,7896004732923,40.29,78.02,37.73
EMS GENERICO,Triancinolona Acetonida + Sulfato de Neomicina + Gramicidina + Nistatina Creme 30g - EMS Genérico,7896004708744,26.94,39.55,12.61
PFIZER,Lorax 1mg com 30 Comprimidos - Pfizer,7891045008396,31.29,37.57,6.28
GERMED GENERICO,Cloridrato de Pioglitazona 15mg com 15 Comprimidos - Germed Genérico,7896004731728,59.32,73.57,14.25
EUROFARMA RX,Azox 500mg com 6 comprimidos - Eurofarma,7891317016258,45.07,50.47,5.4
DELTA,Aceratun em Gotas - 10ml,7893454300115,28.55,28.55,0.0
EMS GENERICO,Triancinolona Acetonida + Sulfato de Neomicina + Gramicidina + Nistatina Pomada 30g - EMS Genérico,7896004708751,58.77,58.77,0.0
MEDLEY GENERICOS,Aciclovir Creme 10g - Medley Genérico,7896422505741,12.9,25.66,12.76
GERMED GENERICO,Acetilcisteína Xarope Adulto 120ml - Germed Genérico,7896004713373,23.46,44.56,21.1
GERMED GENERICO,Acetato de Triancinolona Pomada 10g - Germed Genérico,7896004712031,7.55,15.87,8.32
EMS GENERICO,Acetilcisteína 600mg 16 Envelopes - EMS Genérico,7896004713342,32.9,62.93,30.03
ACHE OTC,Acheflan Creme com 30g - Ache,7896658006432,56.4,65.58,9.18
EMS GENERICO,Acido Mefenâmico 500mg com 24 Comprimidos - EMS Genérico,7896004720869,24.19,27.26,3.07
ACHE OTC,Acheflan Aerosol com 75ml - Ache,7896658006920,73.75,85.76,12.01
MEDLEY GENERICOS,Albendazol 400mg com 1 Comprimido - Medley Genérico,7896422511728,5.2,8.86,3.66
GROSS,Adeforte Ampola com 3ml - Gross,7892828001016,21.88,24.31,2.43
EMS,Alivium 100mg em Gotas com 20ml - Hypera,7891142115492,15.3,49.07,33.77
ACHE RX,Allestra 20 com 63 Comprimidos - Ache,7896658036996,79.5,90.49,10.99
ASEPXIA,Allegra D 60mg + 120mg com 10 Comprimidos - Sanofi,7891058006716,62.4,72.56,10.16
PROCTER  GAMBL,Alginac 1000 com 15 Comprimidos - Procter Gambl,7891721029639,31.56,36.7,5.14
ACHE RX,Allestra 20 com 21 Comprimidos - Ache,7896658036989,34.4,39.73,5.33
ACHE RX,Allestra 30 com 21 Unidades - Ache,7896658037009,33.36,38.79,5.43
ASEPXIA,Allegra 6mg Frasco de 60ml - Sanofi,7891058004347,34.93,38.81,3.88
GSK RX,Aerolin Spray - 200 doses,7896269900150,31.74,31.74,0.0
FARMOQUIMICA,Adoless com 28 Comprimidos - Farmoquímica,7898040320683,38.07,50.44,12.37
ASEPXIA,Allegra 60mg com 10 Comprimidos - Sanofi,7891058024314,39.58,46.02,6.44
CIFARMA SIMILAR,Aftine Gotas com 20ml - Cifarma,7898158690517,29.19,34.44,5.25
EMS,Albocresil Gel - 50g,7896094922020,35.61,39.57,3.96
ACHE RX,Alenia 12/400mg com 60 Comprimidos + Inalador - Ache,7896181918950,167.18,196.68,29.5
ASPEN,Aldomet 500mg com 30 Comprimidos - Aspen,7895858005924,67.77,87.7,19.93
ASEPXIA,Allegra 120mg com 10 Comprimidos - Sanofi,7891058168049,72.85,84.71,11.86
LEOPHARMA,Advantan Creme 15g - Bayer OTC,5702191025583,76.51,85.01,8.5
ASPEN,Aldomet 250mg com 30 Comprimidos - Aspen,7895858005917,34.64,43.09,8.45
BRACE PHARMA RX,Aglucose 50mg com 30 Comprimidos - Sigma Pharma,7894916503754,36.34,43.23,6.89
PROCTER  GAMBL,Alginac 5000 Injeção com 3 Ampolas - Procter Gambl,7891721008368,31.36,36.47,5.11
ASEPXIA,Allegra 180mg com 10 Comprimidos - Sanofi,7891058169015,106.39,125.17,18.78
FARMOQUIMICA,Actifedrin Comprimidos com 20 Comprimidos - Farmoquímica,7898040320782,14.73,15.5,0.77
ASEPXIA,Allegra 6mg Frasco de com 150ml - Sanofi,7891058004354,77.76,90.42,12.66
EMS,Albocresil - 6 Óvulos,7896094922013,23.07,25.63,2.56
CELLERA,Alenthus Xarope 75mg com 30 Cápsulas - Cellera,7896422514484,99.31,119.25,19.94
CATARINENSE,Água Inglesa com 500ml - Catarinense,7896023705397,39.87,44.9,5.03
PRATI DONADUZZI GENERICO,Albendazol 40mg Suspensão de Uso Oral 10 ml - Prati Donaduzzi Genérico,7898148292936,8.13,8.13,0.0
GROSS,Adeforte em Gotas com 15ml - Gross,7892828000026,85.66,95.18,9.52
EMS,Albocresil - 12ml,7896094922006,35.87,39.85,3.98
BIOLAB AVERT OTC,Ad-Muc Pomada - 10g,7896112452461,49.9,49.9,0.0
ALLERGAN,"Acular LS 0,4% 10ml - Allergan",7897316804742,124.21,149.77,25.56
FARMOQUIMICA,Alendil Cálcio D com 64 Comprimidos - Farmoquímica,7898040321567,177.57,213.57,36.0
PROCTER  GAMBL,Alginac 1000mg com 30 Comprimidos - Procter Gambl,7891721029646,63.32,73.63,10.31
BIOLAB RX,Aradois 50mg com 30 Comprimidos - Biolab,7896112486787,8.99,56.73,47.74
FARMOQUIMICA,Annita 500mg com 6 Comprimidos - Farmoquímica,7898040321512,56.03,76.44,20.41
MEDLEY GENERICOS,Alopurinol 100mg 30 comprimidos - Medley Genérico,7896422516921,9.86,11.07,1.21
GERMED GENERICO,Alprazolam 2mg com 30 Comprimidos - Germed Genérico,7896004718897,11.99,79.88,67.89
MEDLEY GENERICOS,Alopurinol 300mg com 30 Comprimidos - Medley Genérico,7896422516945,21.19,32.69,11.5
EMS GENERICO,"Alprazolam 0,25mg com 30 Comprimidos - EMS Genérico",7896004718811,9.28,16.17,6.89
EMS GENERICO,Amoxicilina + Clavulanato de Potássio 875mg com 12 Comprimidos - EMS Genérico,7896004719580,41.66,163.81,122.15
EMS SIMILAR,Apevitin BC Xarope com 240ml - Ems,7896004700502,24.29,48.08,23.79
EUROFARMA RX,Amato 25mg com 60 Comprimidos - Eurofarma,7891317443375,49.59,60.14,10.55
EMS GENERICO,Amoxicilina 500mg com 21 Cápsulas - EMS Genérico,7896004700427,24.99,37.53,12.54
BIOLAB RX,Aradois 25mg com 60 Comprimidos - Biolab,7896241241462,75.72,94.18,18.46
MEDLEY GENERICOS,"Alprazolam 0,25mg com 30 Comprimidos - Medley Genérico",7896422516990,8.99,12.91,3.92
LIBBS,Ansitec 10mg com 20 Comprimidos - Libbs,7896094200234,57.54,71.49,13.95
